epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,407.212,0.71196,1.4451,1.02959,0.7429,0.69423,0.83841,0.76028,0.44613,2.06289,0.91227,0.0009604,0.0009604,0.0009604
14,438.013,0.59909,1.25354,0.96929,0.92309,0.88152,0.93234,0.81668,0.45948,1.61198,0.91357,0.0009571,0.0009571,0.0009571
15,468.332,0.62009,1.30936,0.96715,0.8495,0.90294,0.92671,0.85648,0.43036,1.62599,0.91626,0.0009538,0.0009538,0.0009538
16,498.914,0.62392,1.3332,1.0045,0.7601,0.95604,0.96089,0.87267,0.42683,1.57161,0.9191,0.0009505,0.0009505,0.0009505
17,529.669,0.62023,1.37516,0.98676,0.77122,0.81184,0.91492,0.8427,0.44038,1.73177,0.93084,0.0009472,0.0009472,0.0009472
18,560.568,0.67455,1.38813,0.99602,0.76462,0.81472,0.93587,0.8317,0.45223,1.66652,0.92211,0.0009439,0.0009439,0.0009439
19,592.384,0.60169,1.27741,0.97686,0.91666,0.7519,0.95359,0.84491,0.49726,1.5673,0.9331,0.0009406,0.0009406,0.0009406
20,624.388,0.59997,1.14134,0.97271,0.7974,0.72378,0.86265,0.72553,0.5582,2.20318,1.03408,0.0009373,0.0009373,0.0009373
21,656.724,0.6241,1.17387,1.00897,0.84806,0.75007,0.82713,0.62986,0.71584,1.94271,1.14979,0.000934,0.000934,0.000934
22,689.664,0.56842,1.06907,0.99047,0.93047,0.88473,0.9446,0.81206,0.53345,1.32371,0.95477,0.0009307,0.0009307,0.0009307
23,722.258,0.63499,1.1031,1.00526,0.84448,0.85768,0.9333,0.85606,0.43469,1.31928,0.90163,0.0009274,0.0009274,0.0009274
24,756.792,0.7105,1.1094,0.98921,0.91502,0.92005,0.98174,0.90825,0.39877,1.0276,0.8908,0.0009241,0.0009241,0.0009241
25,791.282,0.62057,1.10105,0.99461,0.94525,0.94189,0.98868,0.91025,0.40453,0.9652,0.89856,0.0009208,0.0009208,0.0009208
26,825.65,0.61301,1.01538,0.9932,0.98434,0.987,0.995,0.9211,0.41889,0.9446,0.90773,0.0009175,0.0009175,0.0009175
27,860.057,0.57981,0.91657,0.99042,0.9521,0.946,0.97365,0.91424,0.38455,0.92163,0.88684,0.0009142,0.0009142,0.0009142
28,893.618,0.63544,0.96251,0.99335,0.92395,0.93266,0.96316,0.88931,0.3944,0.93368,0.88957,0.0009109,0.0009109,0.0009109
29,927.707,0.60456,0.97251,0.99368,0.9244,0.90707,0.94883,0.88062,0.3881,1.01525,0.88477,0.0009076,0.0009076,0.0009076
30,961.698,0.59626,0.93451,0.95785,0.96891,0.89756,0.97563,0.90465,0.39045,0.86048,0.89336,0.0009043,0.0009043,0.0009043
31,995.999,0.60999,0.89449,0.98461,0.89662,0.84202,0.91317,0.85086,0.40787,1.17349,0.89018,0.000901,0.000901,0.000901
32,1030.26,0.63252,0.94879,0.98857,0.96613,0.91558,0.98842,0.94357,0.36734,0.86856,0.87076,0.0008977,0.0008977,0.0008977
33,1064.95,0.56895,0.8244,0.94735,0.91396,0.91125,0.96699,0.89106,0.39119,0.99297,0.88399,0.0008944,0.0008944,0.0008944
34,1099.46,0.54975,0.84366,0.98934,0.97496,0.90615,0.97965,0.91106,0.39328,0.81822,0.88212,0.0008911,0.0008911,0.0008911
35,1133.79,0.56407,0.98417,0.97941,0.9801,0.96024,0.995,0.919,0.38634,0.71281,0.88138,0.0008878,0.0008878,0.0008878
36,1167.88,0.62109,0.87242,0.99076,0.91699,0.92412,0.97736,0.91607,0.39295,0.76651,0.88757,0.0008845,0.0008845,0.0008845
37,1202.47,0.55639,0.83315,0.95064,0.94723,0.91504,0.9657,0.88673,0.4044,0.86987,0.90054,0.0008812,0.0008812,0.0008812
38,1237.03,0.54965,0.78971,0.92769,0.94706,0.93026,0.98714,0.90228,0.43066,0.76439,0.90391,0.0008779,0.0008779,0.0008779
39,1271.73,0.58446,0.7879,0.97363,0.8624,0.91204,0.96106,0.88016,0.40941,0.89748,0.90546,0.0008746,0.0008746,0.0008746
40,1306.3,0.55379,0.74122,0.9512,0.91334,0.88543,0.94006,0.86988,0.40347,0.8609,0.89996,0.0008713,0.0008713,0.0008713
41,1341.12,0.59483,0.75481,0.97852,0.86846,0.87423,0.94134,0.89323,0.35354,0.93052,0.86511,0.000868,0.000868,0.000868
42,1375.98,0.54823,0.77843,0.94099,0.84143,0.88539,0.94228,0.8852,0.38969,1.0084,0.89015,0.0008647,0.0008647,0.0008647
43,1412.23,0.54928,0.76465,0.97487,0.91204,0.89824,0.98068,0.91451,0.37857,0.78689,0.88619,0.0008614,0.0008614,0.0008614
44,1447,0.57951,0.80139,0.99117,0.94802,0.97873,0.99269,0.92286,0.36319,0.65728,0.88021,0.0008581,0.0008581,0.0008581
45,1483.25,0.54863,0.6922,0.9549,0.95675,0.94534,0.991,0.93375,0.36079,0.62862,0.88347,0.0008548,0.0008548,0.0008548
46,1517.95,0.64824,0.79857,1.14257,0.96724,0.95129,0.98161,0.92865,0.34233,0.57953,0.87574,0.0008515,0.0008515,0.0008515
47,1551.92,0.5985,0.75622,0.97282,0.95202,0.92741,0.98827,0.91695,0.40439,0.64352,0.88072,0.0008482,0.0008482,0.0008482
48,1586.48,0.55187,0.86128,0.89174,0.87496,0.87263,0.9443,0.85407,0.4415,1.00497,0.89408,0.0008449,0.0008449,0.0008449
49,1620.71,0.6663,0.91149,1.07932,0.91593,0.78935,0.97239,0.90814,0.38657,1.17813,0.89807,0.0008416,0.0008416,0.0008416
50,1654.57,0.58698,0.72536,0.98288,0.97691,0.95741,0.995,0.93502,0.37012,0.54589,0.88287,0.0008383,0.0008383,0.0008383
51,1688.56,0.55905,0.77447,0.96719,0.97002,0.98728,0.995,0.92499,0.36591,0.5917,0.87934,0.000835,0.000835,0.000835
52,1722.53,0.54578,0.71459,0.95008,0.95446,0.91521,0.98299,0.92421,0.38401,0.58301,0.88649,0.0008317,0.0008317,0.0008317
53,1756.85,0.54933,0.71659,0.94109,0.95701,0.97302,0.98825,0.93931,0.34487,0.53673,0.86596,0.0008284,0.0008284,0.0008284
54,1790.52,0.60048,0.73086,1.00574,0.98134,0.95619,0.99047,0.90927,0.40481,0.50283,0.87944,0.0008251,0.0008251,0.0008251
55,1825.4,0.55513,0.70372,0.94412,0.92376,0.96243,0.991,0.90976,0.40337,0.57593,0.87939,0.0008218,0.0008218,0.0008218
56,1859.27,0.5512,0.63149,0.96754,0.97647,0.99064,0.995,0.93422,0.3544,0.46972,0.86587,0.0008185,0.0008185,0.0008185
57,1892.09,0.51966,0.63789,0.94569,0.99141,0.96915,0.99317,0.93448,0.376,0.4926,0.87289,0.0008152,0.0008152,0.0008152
58,1926.49,0.55137,0.6578,1.00143,0.89107,0.98148,0.98098,0.89248,0.45051,0.58518,0.90188,0.0008119,0.0008119,0.0008119
59,1960.96,0.57961,0.69144,0.97293,0.96589,0.98437,0.995,0.9066,0.42829,0.51701,0.90518,0.0008086,0.0008086,0.0008086
60,1995.35,0.56569,0.68386,0.97496,0.92592,0.98187,0.99375,0.93674,0.37778,0.52662,0.87392,0.0008053,0.0008053,0.0008053
61,2029.27,0.54461,0.61898,0.94833,0.90061,0.95186,0.96865,0.90554,0.35866,0.57791,0.87727,0.000802,0.000802,0.000802
62,2063.32,0.51787,0.70888,0.95444,0.92836,0.90311,0.9691,0.91261,0.37401,0.62092,0.87415,0.0007987,0.0007987,0.0007987
63,2097.95,0.52784,0.66879,0.9434,0.96297,0.92057,0.98642,0.91882,0.35695,0.53714,0.86408,0.0007954,0.0007954,0.0007954
64,2132.81,0.52609,0.60783,0.95313,0.9631,0.98094,0.995,0.94154,0.35478,0.4441,0.8666,0.0007921,0.0007921,0.0007921
65,2167.92,0.54047,0.63907,0.96515,0.9879,0.91266,0.98917,0.93323,0.36829,0.49113,0.87472,0.0007888,0.0007888,0.0007888
66,2202.11,0.53155,0.61095,0.90126,0.9541,0.94341,0.98597,0.92275,0.36834,0.50176,0.87333,0.0007855,0.0007855,0.0007855
67,2235.86,0.59077,0.82703,1.01626,0.95114,0.97621,0.98705,0.93211,0.3526,0.44423,0.87057,0.0007822,0.0007822,0.0007822
68,2269.45,0.62079,0.57446,1.00391,0.96668,0.99127,0.995,0.94165,0.35584,0.4294,0.86572,0.0007789,0.0007789,0.0007789
69,2303.3,0.56911,0.66176,0.97064,0.95091,0.99632,0.995,0.95451,0.33789,0.41618,0.85949,0.0007756,0.0007756,0.0007756
70,2336.83,0.51048,0.5418,0.93836,0.98135,0.96402,0.98956,0.91808,0.38973,0.42295,0.87872,0.0007723,0.0007723,0.0007723
71,2372.4,0.51256,0.55846,0.93262,0.98549,0.98552,0.995,0.92987,0.36622,0.39257,0.8658,0.000769,0.000769,0.000769
72,2408.3,0.55733,0.58146,0.93139,0.96392,0.97704,0.99278,0.93012,0.36419,0.40228,0.87181,0.0007657,0.0007657,0.0007657
73,2443.6,0.61353,0.71059,1.01618,0.99165,0.97243,0.995,0.92359,0.37313,0.37558,0.87203,0.0007624,0.0007624,0.0007624
74,2478.75,0.55828,0.60882,0.94482,0.9847,0.99633,0.995,0.94771,0.34459,0.36046,0.86111,0.0007591,0.0007591,0.0007591
75,2512.41,0.67327,0.60065,1.08019,0.99193,0.97599,0.99375,0.94457,0.33117,0.37792,0.85919,0.0007558,0.0007558,0.0007558
76,2547.21,0.52872,0.53648,0.94601,0.98838,0.9787,0.98971,0.92826,0.3597,0.391,0.86879,0.0007525,0.0007525,0.0007525
77,2581.65,0.50333,0.53442,0.95127,0.98861,0.98485,0.99375,0.93657,0.34591,0.36705,0.86616,0.0007492,0.0007492,0.0007492
78,2616.33,0.51753,0.54748,0.95025,0.97342,0.98148,0.99067,0.93807,0.34991,0.39065,0.86602,0.0007459,0.0007459,0.0007459
79,2650.6,0.49179,0.50765,0.95336,0.97134,0.97903,0.99317,0.94148,0.33567,0.36313,0.85807,0.0007426,0.0007426,0.0007426
80,2685.27,0.46532,0.4832,0.92589,0.98671,0.99805,0.995,0.95341,0.33927,0.33823,0.86054,0.0007393,0.0007393,0.0007393
81,2720.36,0.51651,0.56765,0.95156,0.98527,0.99856,0.995,0.9494,0.32169,0.33209,0.85324,0.000736,0.000736,0.000736
82,2755.26,0.46558,0.53483,0.91945,0.95283,0.95682,0.99278,0.92998,0.33944,0.39563,0.86054,0.0007327,0.0007327,0.0007327
83,2789.99,0.47026,0.51752,0.9247,0.98975,0.96394,0.98936,0.9284,0.34855,0.39863,0.86717,0.0007294,0.0007294,0.0007294
84,2824.34,0.49072,0.54971,0.94948,0.97501,0.94797,0.99269,0.9498,0.33635,0.43241,0.86194,0.0007261,0.0007261,0.0007261
85,2858.44,0.53894,0.57683,1.00994,0.97179,0.96742,0.99269,0.9464,0.3085,0.37018,0.85567,0.0007228,0.0007228,0.0007228
86,2893.19,0.49577,0.50513,0.9509,0.97378,0.9792,0.99317,0.94433,0.32956,0.34491,0.85474,0.0007195,0.0007195,0.0007195
87,2928.14,0.5175,0.499,0.94864,0.9713,0.9812,0.99317,0.95047,0.32788,0.34312,0.85605,0.0007162,0.0007162,0.0007162
88,2961.79,0.52032,0.5219,0.94771,0.98588,0.9506,0.99317,0.94926,0.34389,0.36914,0.86688,0.0007129,0.0007129,0.0007129
89,2996.09,0.48442,0.47807,0.93606,0.98304,0.96187,0.995,0.94586,0.34727,0.35245,0.87475,0.0007096,0.0007096,0.0007096
90,3029.75,0.52225,0.5309,0.97203,0.96623,0.96077,0.99317,0.93754,0.35874,0.39578,0.86237,0.0007063,0.0007063,0.0007063
91,3063.04,0.52729,0.48491,0.94085,0.96689,0.97855,0.98819,0.94678,0.32448,0.35805,0.85246,0.000703,0.000703,0.000703
92,3097.33,0.5196,0.47429,0.94761,0.97169,0.96818,0.995,0.96177,0.33426,0.34368,0.8561,0.0006997,0.0006997,0.0006997
93,3132.04,0.54808,0.47835,0.94303,0.9849,0.97136,0.995,0.93927,0.35769,0.33561,0.86545,0.0006964,0.0006964,0.0006964
94,3166.66,0.49608,0.46639,0.94865,0.96641,0.97851,0.995,0.95385,0.342,0.34288,0.86226,0.0006931,0.0006931,0.0006931
95,3200.56,0.52411,0.54215,0.94746,0.97893,0.97009,0.99167,0.94591,0.36559,0.3684,0.86108,0.0006898,0.0006898,0.0006898
96,3234.54,0.4979,0.49054,0.94215,0.97574,0.96797,0.99042,0.9261,0.34012,0.35042,0.86255,0.0006865,0.0006865,0.0006865
97,3269.12,0.50832,0.48945,0.94609,0.97882,0.97476,0.99167,0.93901,0.37557,0.34536,0.87519,0.0006832,0.0006832,0.0006832
98,3304.2,0.50588,0.47316,0.93255,0.97904,0.9794,0.99167,0.95514,0.33326,0.33534,0.85744,0.0006799,0.0006799,0.0006799
99,3338.47,0.53659,0.50171,0.95693,0.97533,0.98106,0.99317,0.94308,0.34362,0.34864,0.86217,0.0006766,0.0006766,0.0006766
100,3372.65,0.53743,0.51324,0.95513,0.96474,0.94598,0.99317,0.91586,0.37121,0.39667,0.87521,0.0006733,0.0006733,0.0006733
101,3408.12,0.49983,0.50195,0.94784,0.97903,0.98146,0.995,0.92094,0.38562,0.36598,0.88331,0.00067,0.00067,0.00067
102,3443.64,0.50923,0.4927,0.93107,0.98114,1,0.995,0.94745,0.33185,0.28939,0.86099,0.0006667,0.0006667,0.0006667
103,3478.27,0.48508,0.46629,0.92713,0.97443,0.9973,0.995,0.92765,0.36749,0.32076,0.86376,0.0006634,0.0006634,0.0006634
104,3513.73,0.5131,0.46,0.93103,0.97542,0.99983,0.995,0.94357,0.33482,0.30699,0.85856,0.0006601,0.0006601,0.0006601
105,3549.11,0.50056,0.45556,0.95036,0.9557,0.98485,0.99269,0.95949,0.31415,0.31121,0.8558,0.0006568,0.0006568,0.0006568
106,3583.75,0.48733,0.43579,0.93482,0.99,0.94968,0.99269,0.934,0.38406,0.34729,0.87408,0.0006535,0.0006535,0.0006535
107,3618.13,0.53629,0.51573,0.98748,0.97401,0.98663,0.995,0.95538,0.3064,0.30095,0.8542,0.0006502,0.0006502,0.0006502
108,3652.07,0.52245,0.43336,0.97518,0.97161,0.95238,0.99269,0.95033,0.33559,0.36498,0.85566,0.0006469,0.0006469,0.0006469
109,3686.2,0.55887,0.50983,0.96901,0.96564,0.95282,0.98997,0.92919,0.35075,0.39447,0.85933,0.0006436,0.0006436,0.0006436
110,3720.82,0.51145,0.43829,0.95818,0.95394,0.98699,0.99269,0.93979,0.35943,0.35187,0.86843,0.0006403,0.0006403,0.0006403
111,3756.21,0.49033,0.4268,0.9448,0.98352,0.97955,0.99375,0.94478,0.34591,0.30892,0.86418,0.000637,0.000637,0.000637
112,3790.5,0.48169,0.44097,0.94134,0.98384,0.99571,0.995,0.95012,0.33625,0.29875,0.85815,0.0006337,0.0006337,0.0006337
113,3824.3,0.47503,0.43906,0.92435,0.98634,0.99599,0.995,0.94081,0.3466,0.29021,0.86061,0.0006304,0.0006304,0.0006304
114,3857.6,0.48463,0.42902,0.91435,0.98985,0.97174,0.99278,0.95667,0.34079,0.32207,0.86104,0.0006271,0.0006271,0.0006271
115,3890.98,0.46517,0.45789,0.9308,0.99007,0.96434,0.995,0.95003,0.33081,0.31772,0.85633,0.0006238,0.0006238,0.0006238
116,3924.98,0.47619,0.4343,0.93447,0.98899,0.99198,0.995,0.94499,0.32676,0.28898,0.85658,0.0006205,0.0006205,0.0006205
117,3958.69,0.44388,0.41877,0.91481,0.97595,0.98195,0.99375,0.95742,0.33666,0.28875,0.85997,0.0006172,0.0006172,0.0006172
118,3992.41,0.5295,0.56518,0.97063,0.96999,0.9822,0.99,0.9422,0.34823,0.33601,0.86355,0.0006139,0.0006139,0.0006139
119,4026.89,0.43302,0.37924,0.92599,0.85772,0.9582,0.98875,0.95249,0.31466,0.5175,0.85243,0.0006106,0.0006106,0.0006106
120,4060.92,0.49018,0.42265,0.94878,0.96501,0.98246,0.995,0.95924,0.31533,0.35161,0.85083,0.0006073,0.0006073,0.0006073
121,4093.63,0.46339,0.47698,0.92455,0.98424,0.97153,0.995,0.96295,0.32401,0.27961,0.85289,0.000604,0.000604,0.000604
122,4126.18,0.45793,0.42096,0.95061,0.96602,1,0.995,0.94715,0.36237,0.2997,0.87203,0.0006007,0.0006007,0.0006007
123,4159.01,0.52102,0.54964,0.97629,0.96827,0.97696,0.995,0.94662,0.33444,0.30996,0.85673,0.0005974,0.0005974,0.0005974
124,4191.91,0.52516,0.5146,0.97251,0.98877,0.96118,0.99317,0.95105,0.33632,0.31522,0.85781,0.0005941,0.0005941,0.0005941
125,4224.83,0.47534,0.48831,0.93711,0.99248,0.98368,0.995,0.95762,0.33243,0.27711,0.86076,0.0005908,0.0005908,0.0005908
126,4257.9,0.46969,0.42032,0.91665,0.98645,0.98371,0.995,0.96453,0.3289,0.27484,0.85399,0.0005875,0.0005875,0.0005875
127,4290.91,0.45306,0.51036,0.93915,0.99161,0.98317,0.995,0.96302,0.32181,0.27715,0.85463,0.0005842,0.0005842,0.0005842
128,4323.73,0.47211,0.41386,0.94812,0.99456,0.96865,0.98637,0.94737,0.32097,0.33376,0.85257,0.0005809,0.0005809,0.0005809
129,4356.8,0.43912,0.40641,0.91644,0.98922,0.98049,0.99167,0.94585,0.3271,0.30878,0.85662,0.0005776,0.0005776,0.0005776
130,4389.69,0.45012,0.38572,0.94251,0.96786,0.97727,0.99317,0.95199,0.32825,0.30499,0.85342,0.0005743,0.0005743,0.0005743
131,4422.52,0.43675,0.42957,0.92754,0.97303,0.98638,0.99375,0.95608,0.32779,0.31393,0.85554,0.000571,0.000571,0.000571
132,4455.44,0.44401,0.40903,0.90359,0.97436,0.93541,0.99042,0.94324,0.33567,0.40928,0.86242,0.0005677,0.0005677,0.0005677
133,4488.9,0.47288,0.3975,0.93104,0.97064,0.92841,0.99278,0.95085,0.31794,0.38441,0.85488,0.0005644,0.0005644,0.0005644
134,4522.04,0.44194,0.46098,0.92048,0.9416,0.9776,0.99278,0.93955,0.33303,0.32804,0.85536,0.0005611,0.0005611,0.0005611
135,4555.28,0.48686,0.41537,0.93644,0.94631,0.97598,0.9925,0.95398,0.30369,0.33792,0.84554,0.0005578,0.0005578,0.0005578
136,4588.47,0.44972,0.3794,0.92655,0.97763,0.96328,0.995,0.9592,0.32053,0.29825,0.84975,0.0005545,0.0005545,0.0005545
137,4621.61,0.53733,0.38907,1.0298,0.97138,0.99641,0.995,0.95185,0.33943,0.26293,0.85464,0.0005512,0.0005512,0.0005512
138,4654.45,0.46808,0.41364,0.93751,0.98318,0.98697,0.995,0.94823,0.33267,0.25973,0.85351,0.0005479,0.0005479,0.0005479
139,4688.17,0.46439,0.38294,0.93136,0.99084,0.96622,0.995,0.96232,0.31915,0.25191,0.84905,0.0005446,0.0005446,0.0005446
140,4721.85,0.43951,0.37324,0.94569,0.9889,0.99654,0.995,0.94935,0.32757,0.23941,0.85364,0.0005413,0.0005413,0.0005413
141,4753.57,0.42758,0.36262,0.8998,0.99266,0.99648,0.995,0.96319,0.30942,0.23162,0.84895,0.000538,0.000538,0.000538
142,4784.68,0.40244,0.47946,0.8894,0.99165,0.99627,0.995,0.96126,0.31103,0.24198,0.84828,0.0005347,0.0005347,0.0005347
143,4815.56,0.4464,0.40003,0.92365,0.99219,1,0.995,0.95582,0.32187,0.23779,0.85044,0.0005314,0.0005314,0.0005314
144,4846.37,0.44209,0.4511,0.92574,0.99253,0.99986,0.995,0.96271,0.2967,0.23459,0.84897,0.0005281,0.0005281,0.0005281
145,4877.17,0.44016,0.39256,0.9308,0.99019,1,0.995,0.9467,0.32882,0.24398,0.85552,0.0005248,0.0005248,0.0005248
146,4908.02,0.56687,0.40318,1.01221,0.95838,0.99062,0.99375,0.94327,0.32233,0.27616,0.85387,0.0005215,0.0005215,0.0005215
147,4938.69,0.48402,0.41993,0.93844,0.99089,0.95225,0.99375,0.95014,0.32308,0.27334,0.85347,0.0005182,0.0005182,0.0005182
148,4969.31,0.40162,0.35907,0.88805,0.9816,0.96477,0.995,0.95216,0.34297,0.27852,0.85591,0.0005149,0.0005149,0.0005149
149,5000.79,0.51396,0.40767,0.96145,0.98716,0.96383,0.99317,0.9627,0.3111,0.28809,0.85031,0.0005116,0.0005116,0.0005116
150,5032.09,0.42361,0.35533,0.86892,0.99017,0.96993,0.995,0.9625,0.30643,0.25376,0.84663,0.0005083,0.0005083,0.0005083
151,5063.39,0.49951,0.4009,0.95002,0.98978,0.99015,0.995,0.9582,0.32739,0.23831,0.84941,0.000505,0.000505,0.000505
152,5094.59,0.43184,0.36775,0.92067,0.99355,0.98533,0.995,0.96009,0.30281,0.24811,0.84795,0.0005017,0.0005017,0.0005017
153,5126.13,0.43167,0.37363,0.91278,0.99299,0.98422,0.995,0.95821,0.32518,0.25649,0.85511,0.0004984,0.0004984,0.0004984
154,5157.61,0.46791,0.39976,0.94704,0.98995,0.98555,0.995,0.9604,0.31454,0.25624,0.8512,0.0004951,0.0004951,0.0004951
155,5190.65,0.43765,0.43361,0.92386,0.98953,0.99031,0.995,0.95984,0.31865,0.25692,0.85189,0.0004918,0.0004918,0.0004918
156,5223.12,0.45839,0.43381,0.93587,0.98916,0.99537,0.995,0.94097,0.34045,0.2517,0.85346,0.0004885,0.0004885,0.0004885
157,5255.7,0.42313,0.40889,0.9217,0.98169,0.9891,0.995,0.96468,0.31468,0.25125,0.85113,0.0004852,0.0004852,0.0004852
158,5289.25,0.42441,0.37681,0.93513,0.99016,0.96675,0.995,0.95841,0.31675,0.26907,0.85121,0.0004819,0.0004819,0.0004819
159,5323.5,0.39863,0.3537,0.91414,0.99048,0.96434,0.995,0.95298,0.31993,0.28992,0.85028,0.0004786,0.0004786,0.0004786
160,5355.21,0.54065,0.46989,0.9837,0.98935,0.96957,0.995,0.96172,0.31332,0.26428,0.84879,0.0004753,0.0004753,0.0004753
161,5386.69,0.40021,0.32475,0.91452,0.99074,0.98275,0.995,0.96357,0.32114,0.26231,0.85218,0.000472,0.000472,0.000472
162,5418.19,0.43889,0.35147,0.8957,0.98024,0.98603,0.995,0.95213,0.32535,0.25122,0.85487,0.0004687,0.0004687,0.0004687
163,5449.71,0.42801,0.35633,0.9054,0.9892,0.9972,0.995,0.95469,0.33195,0.2453,0.85943,0.0004654,0.0004654,0.0004654
164,5481.17,0.41287,0.4354,0.90003,0.98947,1,0.995,0.95979,0.32048,0.25239,0.85572,0.0004621,0.0004621,0.0004621
165,5512.53,0.6113,0.42013,1.07356,0.98964,1,0.995,0.95744,0.31942,0.23526,0.85062,0.0004588,0.0004588,0.0004588
166,5543.95,0.45189,0.43642,0.94089,0.98901,0.99996,0.995,0.93881,0.37483,0.25419,0.87042,0.0004555,0.0004555,0.0004555
167,5575.4,0.53899,0.39209,1.02836,0.99432,0.99857,0.995,0.942,0.34516,0.24189,0.85853,0.0004522,0.0004522,0.0004522
168,5606.93,0.46838,0.37665,0.92643,0.99214,1,0.995,0.96461,0.33525,0.2253,0.85811,0.0004489,0.0004489,0.0004489
169,5638.22,0.47057,0.59584,0.93421,0.99109,0.99858,0.995,0.96199,0.31547,0.21396,0.85273,0.0004456,0.0004456,0.0004456
170,5670.37,0.38677,0.3052,0.90218,0.98781,0.99699,0.995,0.96511,0.31717,0.21365,0.85194,0.0004423,0.0004423,0.0004423
171,5702.41,0.37396,0.36566,0.84381,0.99278,1,0.995,0.96741,0.3131,0.22444,0.85059,0.000439,0.000439,0.000439
172,5734.33,0.44753,0.41245,0.9178,0.99121,0.98786,0.995,0.95437,0.32478,0.24677,0.85604,0.0004357,0.0004357,0.0004357
173,5767.95,0.43677,0.38784,0.92111,0.98679,0.98825,0.995,0.95411,0.3188,0.24097,0.85095,0.0004324,0.0004324,0.0004324
174,5800.04,0.4499,0.35214,0.93371,0.99095,1,0.995,0.94528,0.34447,0.2283,0.85915,0.0004291,0.0004291,0.0004291
175,5832.29,0.45002,0.35879,0.94504,0.99126,1,0.995,0.96098,0.30989,0.21822,0.84841,0.0004258,0.0004258,0.0004258
176,5866.32,0.42756,0.34283,0.93283,0.98951,0.9991,0.995,0.95944,0.3033,0.21768,0.847,0.0004225,0.0004225,0.0004225
177,5898.8,0.38515,0.31339,0.85764,0.99092,0.99058,0.995,0.96384,0.30902,0.22214,0.84728,0.0004192,0.0004192,0.0004192
178,5930.92,0.42282,0.35143,0.9134,0.98824,0.99639,0.995,0.95295,0.32792,0.23913,0.8515,0.0004159,0.0004159,0.0004159
179,5962.9,0.40179,0.31599,0.88733,0.99367,0.98607,0.995,0.94808,0.32305,0.23034,0.85287,0.0004126,0.0004126,0.0004126
180,5994.72,0.40338,0.34202,0.89933,0.97476,0.9956,0.995,0.94821,0.31991,0.23202,0.85294,0.0004093,0.0004093,0.0004093
181,6026.5,0.39829,0.34966,0.91397,0.97559,0.99659,0.995,0.95039,0.31811,0.23298,0.85286,0.000406,0.000406,0.000406
182,6057.8,0.38347,0.30864,0.90166,0.98948,0.99864,0.995,0.94995,0.31949,0.21106,0.85251,0.0004027,0.0004027,0.0004027
183,6089.31,0.43302,0.34499,0.92674,0.99372,1,0.995,0.954,0.31375,0.21911,0.85123,0.0003994,0.0003994,0.0003994
184,6120.54,0.38087,0.35708,0.91191,0.99355,1,0.995,0.95563,0.3205,0.21285,0.85241,0.0003961,0.0003961,0.0003961
185,6152.36,0.40061,0.34541,0.89507,0.99248,1,0.995,0.95189,0.30414,0.22558,0.84788,0.0003928,0.0003928,0.0003928
186,6184.9,0.42211,0.35999,0.94079,0.99356,0.98574,0.995,0.95637,0.32123,0.2263,0.84982,0.0003895,0.0003895,0.0003895
